transaction_id,transaction_date,transaction_time,transaction_amount,transaction_category,customer_location,merchant_name,merchant_location,transaction_mode,amount_paid,previous_transactions_count,merchant_category,credit_card_id,status
11209,2024-10-29,20:21:21,1365.23,Healthcare,Hyderabad,Croma,Pune,Online,1365.23,7,Apparel,2338,Failed
11210,2024-10-29,12:34:09,3371.4,Groceries,Kolkata,More,Hyderabad,POS,3371.4,11,Furniture,2777,Pending
11211,2024-10-29,21:01:39,3354.63,Furniture,Kolkata,Metro,Mumbai,ATM,3354.63,2,Apparel,2186,Pending
11212,2024-10-29,7:17:19,1775.68,Furniture,Chennai,HyperCity,Delhi,Online,1775.68,7,Retail,1493,Pending
11213,2024-10-29,19:59:35,1566.36,Clothing,Chennai,HyperCity,Kolkata,Online,1566.36,3,Grocery,1214,Failed
11214,2024-10-29,20:11:26,560.77,Furniture,Bangalore,D Mart,Delhi,ATM,560.77,1,Furniture,1563,Failed
11215,2024-10-29,11:10:24,2898.55,Furniture,Mumbai,HyperCity,Kolkata,ATM,2898.55,6,Retail,1079,Success
11216,2024-10-29,14:11:31,3597.92,Groceries,Kolkata,D Mart,Chennai,ATM,3597.92,3,Electronics,2155,Success
11217,2024-10-29,21:57:37,3199.23,Clothing,Hyderabad,D Mart,Delhi,POS,3199.23,5,Electronics,1342,Success
11218,2024-10-29,13:54:33,1436.48,Electronics,Hyderabad,More,Pune,Online,1436.48,19,Furniture,1557,Failed
11219,2024-10-29,16:53:58,2066.73,Furniture,Hyderabad,Metro,Kolkata,Online,2066.73,17,Electronics,2340,Failed
11220,2024-10-29,5:22:10,1389.45,Electronics,Bangalore,HyperCity,Delhi,Online,1389.45,9,Retail,568,Failed
11221,2024-10-29,1:03:01,1364.89,Healthcare,Pune,Easy Day,Kolkata,Online,1364.89,6,Apparel,2622,Failed
11222,2024-10-29,18:14:25,3229.94,Furniture,Chennai,D Mart,Mumbai,ATM,3229.94,8,Apparel,3005,Success
11223,2024-10-29,6:11:37,4783.61,Groceries,Mumbai,Big Bazaar,Chennai,Online,4783.61,18,Furniture,2618,Success
11224,2024-10-29,3:06:57,2634.53,Electronics,Kolkata,More,Mumbai,Online,2634.53,1,Grocery,3189,Success
11225,2024-10-29,13:44:40,2819.79,Electronics,Mumbai,More,Mumbai,Online,2819.79,7,Furniture,2655,Failed
11226,2024-10-29,13:44:48,1817.45,Electronics,Pune,Metro,Bangalore,POS,1817.45,10,Apparel,2843,Pending
11227,2024-10-29,0:51:10,3082.31,Clothing,Chennai,More,Delhi,ATM,3082.31,2,Apparel,2112,Success
11228,2024-10-29,11:07:09,4629.46,Furniture,Mumbai,Croma,Delhi,ATM,4629.46,8,Electronics,3143,Pending
11229,2024-10-29,3:00:48,2430.69,Groceries,Pune,More,Kolkata,ATM,2430.69,4,Apparel,2446,Pending
11230,2024-10-29,12:41:37,1744.8,Healthcare,Delhi,HyperCity,Delhi,Online,1744.8,2,Apparel,1680,Pending
11231,2024-10-29,22:37:46,834.09,Clothing,Kolkata,More,Chennai,ATM,834.09,4,Retail,2950,Pending
11232,2024-10-29,7:30:33,774.64,Electronics,Bangalore,HyperCity,Chennai,Online,774.64,14,Retail,538,Success
11233,2024-10-29,11:24:05,1132.58,Groceries,Kolkata,HyperCity,Kolkata,Online,1132.58,10,Grocery,2796,Failed
11234,2024-10-29,21:09:42,1906.36,Furniture,Bangalore,Reliance Fresh,Bangalore,POS,1906.36,17,Grocery,2101,Success
11235,2024-10-29,21:51:40,781.72,Healthcare,Pune,Easy Day,Delhi,ATM,781.72,15,Grocery,1633,Success
11236,2024-10-29,10:11:40,1401.83,Furniture,Chennai,HyperCity,Chennai,POS,1401.83,7,Electronics,2448,Failed
11237,2024-10-29,15:22:19,1721.37,Clothing,Pune,HyperCity,Bangalore,Online,1721.37,5,Grocery,2110,Success
11238,2024-10-29,21:15:09,2093.53,Clothing,Kolkata,Reliance Fresh,Kolkata,Online,2093.53,5,Retail,2204,Success
11239,2024-10-29,15:32:06,1888.38,Electronics,Hyderabad,More,Bangalore,ATM,1888.38,20,Electronics,2554,Failed
11240,2024-10-29,18:09:58,4660.24,Groceries,Kolkata,D Mart,Mumbai,ATM,4660.24,4,Electronics,1543,Success
11241,2024-10-29,9:45:25,1588.57,Furniture,Chennai,More,Hyderabad,ATM,1588.57,4,Grocery,2414,Success
11242,2024-10-29,17:29:45,2078.11,Furniture,Hyderabad,Reliance Fresh,Pune,Online,2078.11,1,Grocery,2320,Success
11243,2024-10-29,0:43:44,938.27,Furniture,Kolkata,More,Kolkata,ATM,938.27,20,Retail,1451,Failed
11244,2024-10-29,14:40:57,1300.56,Furniture,Mumbai,HyperCity,Kolkata,ATM,1300.56,13,Apparel,1654,Pending
11245,2024-10-29,17:29:44,3087.34,Groceries,Bangalore,Reliance Fresh,Kolkata,Online,3087.34,13,Electronics,2149,Pending
11246,2024-10-29,17:55:02,2764.31,Clothing,Kolkata,More,Pune,ATM,2764.31,15,Electronics,1633,Failed
11247,2024-10-29,9:16:35,4597.08,Clothing,Hyderabad,Big Bazaar,Kolkata,ATM,4597.08,13,Retail,1979,Pending
11248,2024-10-29,5:03:52,2469.72,Furniture,Delhi,Spencer's,Bangalore,POS,2469.72,14,Grocery,2716,Pending
11249,2024-10-29,22:15:18,4697.69,Electronics,Chennai,Croma,Bangalore,POS,4697.69,20,Grocery,814,Success
11250,2024-10-29,9:21:36,1818.49,Furniture,Kolkata,Big Bazaar,Hyderabad,POS,1818.49,3,Retail,1692,Success
11251,2024-10-29,1:02:36,2624.42,Groceries,Bangalore,Metro,Delhi,ATM,2624.42,19,Apparel,2164,Pending
11252,2024-10-29,16:01:25,4582.59,Groceries,Mumbai,More,Chennai,ATM,4582.59,9,Electronics,2091,Pending
11253,2024-10-29,20:18:25,1762.13,Groceries,Pune,Reliance Fresh,Chennai,Online,1762.13,14,Retail,979,Failed
11254,2024-10-29,17:57:57,1927.96,Healthcare,Mumbai,More,Pune,Online,1927.96,2,Retail,2113,Success
11255,2024-10-29,8:23:11,4081.55,Healthcare,Delhi,Metro,Mumbai,Online,4081.55,12,Apparel,1651,Success
11256,2024-10-29,19:48:41,644.22,Healthcare,Pune,More,Pune,POS,644.22,13,Grocery,2778,Pending
11257,2024-10-29,8:40:21,744.52,Electronics,Kolkata,Big Bazaar,Hyderabad,ATM,744.52,12,Retail,2227,Success
11258,2024-10-29,11:55:35,2002.98,Groceries,Delhi,D Mart,Chennai,POS,2002.98,17,Apparel,3189,Success
11259,2024-10-29,9:55:11,1181.01,Clothing,Mumbai,Easy Day,Delhi,Online,1181.01,7,Grocery,2750,Failed
11260,2024-10-29,4:03:26,862.16,Electronics,Delhi,More,Hyderabad,Online,862.16,10,Apparel,2136,Failed
11261,2024-10-29,2:28:23,3594.41,Groceries,Delhi,More,Chennai,Online,3594.41,3,Retail,2113,Failed
11262,2024-10-29,7:58:00,2272.94,Furniture,Mumbai,Reliance Fresh,Kolkata,Online,2272.94,14,Grocery,2728,Failed
11263,2024-10-29,20:04:24,2745.88,Healthcare,Delhi,D Mart,Bangalore,POS,2745.88,13,Apparel,1956,Pending
11264,2024-10-29,18:06:23,1765.76,Furniture,Pune,Spencer's,Mumbai,Online,1765.76,13,Retail,2933,Pending
11265,2024-10-29,12:07:46,2112.2,Furniture,Mumbai,Easy Day,Kolkata,POS,2112.2,3,Grocery,2404,Failed
11266,2024-10-29,7:29:19,4444.74,Groceries,Chennai,Reliance Fresh,Kolkata,Online,4444.74,7,Apparel,1549,Pending
11267,2024-10-29,17:42:50,2963.81,Healthcare,Pune,Reliance Fresh,Pune,POS,2963.81,10,Electronics,2230,Pending
11268,2024-10-29,4:52:36,3978.89,Healthcare,Chennai,Croma,Chennai,ATM,3978.89,14,Grocery,1632,Failed
11269,2024-10-29,11:57:13,2084.01,Healthcare,Mumbai,D Mart,Chennai,ATM,2084.01,20,Apparel,2838,Success
11270,2024-10-29,6:39:27,3056.76,Groceries,Chennai,HyperCity,Delhi,ATM,3056.76,7,Furniture,3100,Pending
11271,2024-10-29,11:06:27,2787.88,Clothing,Mumbai,Big Bazaar,Kolkata,ATM,2787.88,12,Furniture,1014,Failed
11272,2024-10-29,19:18:16,1237.25,Electronics,Hyderabad,D Mart,Hyderabad,POS,1237.25,20,Grocery,2463,Failed
11273,2024-10-29,16:21:10,1566.85,Electronics,Mumbai,D Mart,Kolkata,ATM,1566.85,15,Grocery,550,Failed
11274,2024-10-29,4:52:28,2528.7,Clothing,Delhi,More,Bangalore,Online,2528.7,11,Apparel,816,Failed
11275,2024-10-29,2:55:00,2820.24,Furniture,Hyderabad,Reliance Fresh,Bangalore,Online,2820.24,13,Grocery,3169,Failed
11276,2024-10-29,8:08:40,3084.74,Groceries,Pune,HyperCity,Chennai,ATM,3084.74,13,Electronics,2753,Success
11277,2024-10-29,5:04:30,2971.46,Furniture,Pune,Reliance Fresh,Delhi,POS,2971.46,13,Grocery,1642,Success
11278,2024-10-29,15:15:09,1781.73,Furniture,Bangalore,Reliance Fresh,Delhi,ATM,1781.73,15,Grocery,2724,Success
11279,2024-10-29,7:43:55,4225.27,Groceries,Kolkata,Easy Day,Mumbai,POS,4225.27,1,Retail,2148,Pending
11280,2024-10-29,17:26:45,2005.14,Groceries,Delhi,More,Bangalore,ATM,2005.14,14,Furniture,2456,Success
11281,2024-10-29,11:07:37,1981.12,Groceries,Bangalore,Metro,Bangalore,Online,1981.12,14,Electronics,2463,Success
11282,2024-10-29,21:43:57,1557.18,Clothing,Delhi,More,Mumbai,Online,1557.18,6,Retail,2078,Success
11283,2024-10-29,6:13:43,2389.31,Groceries,Delhi,Reliance Fresh,Pune,Online,2389.31,13,Grocery,1897,Pending
11284,2024-10-29,3:04:54,2936.35,Healthcare,Bangalore,More,Bangalore,ATM,2936.35,3,Grocery,511,Success
11285,2024-10-29,8:13:49,508.39,Healthcare,Bangalore,More,Mumbai,Online,508.39,12,Grocery,2136,Failed
11286,2024-10-29,22:51:15,1066.52,Electronics,Hyderabad,D Mart,Kolkata,ATM,1066.52,3,Retail,3059,Pending
11287,2024-10-29,11:03:48,2089.85,Groceries,Mumbai,Spencer's,Mumbai,ATM,2089.85,20,Apparel,2151,Failed
11288,2024-10-29,18:16:06,2009.89,Healthcare,Bangalore,D Mart,Mumbai,POS,2009.89,2,Grocery,2627,Success
11289,2024-10-29,4:05:34,3142.59,Groceries,Pune,D Mart,Mumbai,ATM,3142.59,15,Retail,3098,Pending
11290,2024-10-29,3:14:59,4792.21,Healthcare,Kolkata,More,Delhi,Online,4792.21,17,Electronics,634,Failed
11291,2024-10-29,6:42:53,1835.06,Furniture,Chennai,D Mart,Bangalore,POS,1835.06,13,Apparel,2596,Failed
11292,2024-10-29,0:30:01,4397.02,Groceries,Kolkata,Spencer's,Delhi,POS,4397.02,9,Apparel,3139,Success
11293,2024-10-29,21:02:25,3128.75,Clothing,Bangalore,Spencer's,Chennai,POS,3128.75,2,Apparel,2376,Failed
11294,2024-10-29,10:35:57,2397.39,Clothing,Bangalore,Spencer's,Mumbai,POS,2397.39,4,Furniture,662,Success
11295,2024-10-29,20:41:05,708.44,Healthcare,Pune,More,Pune,Online,708.44,5,Grocery,563,Success
11296,2024-10-29,19:49:24,663.77,Electronics,Kolkata,Reliance Fresh,Chennai,ATM,663.77,14,Apparel,2566,Success
11297,2024-10-29,8:58:23,3563.43,Clothing,Delhi,D Mart,Kolkata,Online,3563.43,17,Electronics,2226,Failed
11298,2024-10-29,1:28:03,3933.87,Electronics,Delhi,Spencer's,Hyderabad,Online,3933.87,17,Grocery,2631,Failed
11299,2024-10-29,13:14:56,3840.36,Groceries,Kolkata,HyperCity,Kolkata,Online,3840.36,14,Electronics,3115,Success
11300,2024-10-29,0:42:36,1831.15,Electronics,Hyderabad,More,Chennai,POS,1831.15,16,Grocery,2715,Success
11301,2024-10-29,23:29:39,2403.36,Healthcare,Pune,Big Bazaar,Mumbai,POS,2403.36,7,Apparel,1802,Failed
11302,2024-10-29,13:32:48,1783.95,Groceries,Kolkata,HyperCity,Chennai,ATM,1783.95,12,Electronics,1629,Success
11303,2024-10-29,3:19:25,1509.19,Furniture,Delhi,More,Mumbai,Online,1509.19,18,Apparel,726,Success
11304,2024-10-29,14:33:29,4188.07,Electronics,Hyderabad,More,Bangalore,Online,4188.07,3,Retail,838,Failed
11305,2024-10-29,17:23:23,3951.47,Furniture,Mumbai,Reliance Fresh,Hyderabad,Online,3951.47,9,Furniture,3188,Pending
11306,2024-10-29,14:09:13,974.67,Electronics,Hyderabad,More,Pune,Online,974.67,19,Furniture,1513,Success
11307,2024-10-29,6:48:25,3329.26,Healthcare,Chennai,HyperCity,Bangalore,POS,3329.26,4,Electronics,2964,Pending
11308,2024-10-29,23:08:36,1506.46,Healthcare,Bangalore,More,Pune,ATM,1506.46,18,Retail,1970,Pending
11309,2024-10-29,1:30:06,804.11,Healthcare,Chennai,More,Chennai,POS,804.11,12,Grocery,1631,Success
11310,2024-10-29,5:23:22,3791.2,Groceries,Kolkata,Easy Day,Hyderabad,POS,3791.2,9,Grocery,597,Success
11311,2024-10-29,15:23:58,1356.64,Electronics,Pune,Croma,Mumbai,Online,1356.64,17,Grocery,1793,Pending
11312,2024-10-29,10:52:29,3832.8,Clothing,Pune,More,Pune,POS,3832.8,18,Apparel,2574,Pending
11313,2024-10-29,22:26:14,3601.46,Groceries,Pune,Reliance Fresh,Delhi,ATM,3601.46,9,Furniture,2625,Success
11314,2024-10-29,19:32:05,766.31,Electronics,Kolkata,Metro,Mumbai,ATM,766.31,10,Furniture,1863,Failed
11315,2024-10-29,1:11:37,1264.29,Furniture,Bangalore,More,Kolkata,ATM,1264.29,10,Grocery,2906,Pending
11316,2024-10-29,19:27:05,2075.82,Furniture,Pune,More,Mumbai,Online,2075.82,4,Furniture,1960,Pending
11317,2024-10-29,4:08:01,1716.67,Healthcare,Pune,Croma,Kolkata,POS,1716.67,4,Apparel,1884,Pending
11318,2024-10-29,21:53:34,727.31,Healthcare,Hyderabad,More,Pune,POS,727.31,19,Furniture,2600,Failed
11319,2024-10-29,16:41:25,4763.73,Groceries,Chennai,D Mart,Delhi,Online,4763.73,10,Grocery,1906,Failed
11320,2024-10-29,3:23:25,1060.64,Electronics,Hyderabad,D Mart,Mumbai,POS,1060.64,11,Electronics,2447,Failed
11321,2024-10-29,20:29:44,1969.89,Furniture,Delhi,Reliance Fresh,Bangalore,Online,1969.89,13,Grocery,3112,Pending
11322,2024-10-29,3:23:13,643.5,Furniture,Pune,Croma,Hyderabad,POS,643.5,8,Electronics,737,Pending
11323,2024-10-29,10:15:44,4947.94,Electronics,Mumbai,D Mart,Hyderabad,POS,4947.94,15,Retail,1666,Pending
11324,2024-10-29,11:39:55,2043.94,Groceries,Kolkata,Big Bazaar,Bangalore,ATM,2043.94,9,Apparel,1696,Pending
11325,2024-10-30,21:16:41,2999.11,Clothing,Delhi,Reliance Fresh,Mumbai,ATM,2999.11,11,Retail,2133,Failed
11326,2024-10-30,23:38:41,3379.44,Electronics,Bangalore,Spencer's,Bangalore,Online,3379.44,6,Electronics,2743,Failed
11327,2024-10-30,0:38:20,4855.8,Healthcare,Delhi,More,Kolkata,ATM,4855.8,11,Apparel,981,Pending
11328,2024-10-30,10:42:51,2567.76,Furniture,Kolkata,More,Delhi,ATM,2567.76,13,Retail,2700,Success
11329,2024-10-30,3:10:11,1465.78,Electronics,Kolkata,Spencer's,Pune,ATM,1465.78,6,Electronics,1851,Failed
11330,2024-10-30,4:54:36,1085.06,Clothing,Chennai,HyperCity,Chennai,POS,1085.06,3,Apparel,2868,Failed
11331,2024-10-30,16:57:08,3729.49,Furniture,Delhi,Easy Day,Delhi,Online,3729.49,16,Grocery,2721,Success
11332,2024-10-30,1:40:31,4175.86,Furniture,Delhi,Croma,Kolkata,ATM,4175.86,9,Grocery,2703,Success
11333,2024-10-30,12:25:48,2367.75,Healthcare,Chennai,More,Kolkata,POS,2367.75,14,Retail,1019,Success
11334,2024-10-30,5:28:35,4854.7,Groceries,Kolkata,Reliance Fresh,Mumbai,ATM,4854.7,18,Grocery,509,Pending
11335,2024-10-30,23:55:52,1362.09,Furniture,Kolkata,D Mart,Chennai,POS,1362.09,5,Apparel,3034,Success
11336,2024-10-30,1:50:10,2784.29,Healthcare,Bangalore,Big Bazaar,Hyderabad,ATM,2784.29,7,Apparel,3197,Success
11337,2024-10-30,6:10:18,4435.47,Electronics,Bangalore,More,Hyderabad,POS,4435.47,12,Grocery,2940,Failed
11338,2024-10-30,22:05:30,2733.23,Healthcare,Chennai,More,Bangalore,Online,2733.23,15,Electronics,2356,Success
11339,2024-10-30,15:45:01,1635.4,Groceries,Bangalore,More,Delhi,ATM,1635.4,4,Grocery,2013,Pending
11340,2024-10-30,11:47:37,1040.91,Clothing,Pune,Croma,Hyderabad,POS,1040.91,1,Electronics,3200,Success
11341,2024-10-30,5:58:58,1137.24,Groceries,Hyderabad,D Mart,Kolkata,POS,1137.24,14,Furniture,1141,Pending
11342,2024-10-30,18:42:26,3057.67,Groceries,Mumbai,More,Pune,ATM,3057.67,18,Apparel,2699,Failed
11343,2024-10-30,10:58:55,2441.09,Electronics,Delhi,Reliance Fresh,Kolkata,POS,2441.09,19,Furniture,2454,Pending
11344,2024-10-30,10:02:22,1629.27,Furniture,Mumbai,Easy Day,Bangalore,ATM,1629.27,6,Electronics,2073,Failed
11345,2024-10-30,20:13:23,3743.12,Furniture,Hyderabad,Croma,Pune,ATM,3743.12,20,Electronics,1859,Success
11346,2024-10-30,20:55:12,1179.34,Groceries,Pune,More,Delhi,ATM,1179.34,11,Apparel,2863,Failed
11347,2024-10-30,9:58:37,1205.63,Electronics,Bangalore,More,Hyderabad,POS,1205.63,4,Grocery,2908,Failed
11348,2024-10-30,12:36:54,2565.01,Groceries,Pune,More,Bangalore,Online,2565.01,1,Retail,1879,Success
11349,2024-10-30,21:37:00,2753.69,Healthcare,Mumbai,More,Bangalore,Online,2753.69,10,Retail,1107,Pending
11350,2024-10-30,0:21:10,3557.83,Clothing,Bangalore,Easy Day,Pune,ATM,3557.83,17,Retail,2902,Failed
11351,2024-10-30,21:27:29,2582.42,Furniture,Pune,More,Delhi,POS,2582.42,7,Grocery,2223,Pending
11352,2024-10-30,15:49:04,555.15,Healthcare,Bangalore,Reliance Fresh,Kolkata,Online,555.15,6,Grocery,728,Success
11353,2024-10-30,2:52:50,588.51,Groceries,Delhi,More,Mumbai,Online,588.51,18,Grocery,1927,Success
11354,2024-10-30,7:33:26,2638.42,Groceries,Kolkata,Reliance Fresh,Hyderabad,Online,2638.42,2,Grocery,3139,Success
11355,2024-10-30,16:03:31,1207.97,Clothing,Kolkata,More,Pune,POS,1207.97,19,Grocery,3166,Success
11356,2024-10-30,13:23:11,2275.97,Electronics,Kolkata,D Mart,Bangalore,Online,2275.97,17,Retail,883,Pending
11357,2024-10-30,18:33:22,899.54,Clothing,Chennai,Easy Day,Pune,ATM,899.54,10,Retail,2354,Failed
11358,2024-10-30,8:47:53,1120.1,Clothing,Hyderabad,HyperCity,Delhi,ATM,1120.1,17,Retail,1809,Pending
11359,2024-10-30,0:51:49,3641.17,Electronics,Mumbai,Spencer's,Kolkata,POS,3641.17,7,Furniture,728,Failed
11360,2024-10-30,2:14:24,4040.7,Groceries,Chennai,D Mart,Hyderabad,Online,4040.7,4,Electronics,746,Success
11361,2024-10-30,14:17:49,1171.33,Healthcare,Bangalore,More,Pune,ATM,1171.33,3,Furniture,2809,Success
11362,2024-10-30,7:10:49,3165.86,Electronics,Chennai,D Mart,Pune,ATM,3165.86,15,Electronics,2382,Failed
11363,2024-10-30,19:55:42,3551.04,Electronics,Bangalore,D Mart,Mumbai,ATM,3551.04,14,Grocery,2470,Pending
11364,2024-10-30,22:52:27,1838.7,Groceries,Bangalore,Big Bazaar,Chennai,Online,1838.7,8,Retail,3195,Success
11365,2024-10-30,21:24:34,4043.89,Electronics,Mumbai,Big Bazaar,Mumbai,POS,4043.89,9,Furniture,3095,Pending
11366,2024-10-30,0:39:49,1752.61,Furniture,Chennai,Reliance Fresh,Hyderabad,POS,1752.61,15,Retail,1756,Success
11367,2024-10-30,2:37:57,1029.66,Furniture,Pune,Metro,Hyderabad,POS,1029.66,18,Apparel,897,Failed
11368,2024-10-30,13:28:09,1981.92,Groceries,Chennai,More,Hyderabad,ATM,1981.92,12,Retail,1428,Failed
11369,2024-10-30,16:47:16,4142.83,Groceries,Hyderabad,Spencer's,Pune,ATM,4142.83,15,Retail,2199,Success
11370,2024-10-30,5:25:32,1484.48,Groceries,Bangalore,More,Kolkata,ATM,1484.48,2,Apparel,3178,Success
11371,2024-10-30,20:45:28,3843.81,Furniture,Delhi,D Mart,Chennai,POS,3843.81,3,Grocery,1958,Failed
11372,2024-10-30,12:40:17,3964.36,Healthcare,Delhi,D Mart,Delhi,Online,3964.36,10,Grocery,1432,Success
11373,2024-10-30,23:34:13,1246.86,Electronics,Mumbai,HyperCity,Kolkata,POS,1246.86,2,Retail,2009,Pending
11374,2024-10-30,22:49:28,1320.31,Healthcare,Pune,Croma,Pune,Online,1320.31,8,Grocery,3050,Failed
11375,2024-10-30,13:58:04,1076.66,Electronics,Chennai,More,Kolkata,Online,1076.66,14,Grocery,2136,Success
11376,2024-10-30,9:10:06,1381.17,Healthcare,Hyderabad,HyperCity,Chennai,Online,1381.17,1,Apparel,3029,Failed
11377,2024-10-30,3:04:22,1145.91,Clothing,Delhi,Spencer's,Chennai,ATM,1145.91,6,Electronics,1517,Success
11378,2024-10-30,23:10:44,1322.88,Healthcare,Delhi,Reliance Fresh,Kolkata,POS,1322.88,6,Furniture,2621,Success
11379,2024-10-30,22:46:28,2635.94,Electronics,Delhi,HyperCity,Chennai,POS,2635.94,17,Furniture,658,Pending
11380,2024-10-30,14:37:23,2530.9,Clothing,Delhi,More,Bangalore,Online,2530.9,19,Grocery,1591,Failed
11381,2024-10-30,17:32:38,2583.65,Furniture,Mumbai,Easy Day,Delhi,ATM,2583.65,18,Electronics,3018,Pending
11382,2024-10-30,11:10:19,719.34,Clothing,Chennai,D Mart,Chennai,POS,719.34,19,Electronics,2148,Pending
11383,2024-10-30,3:26:17,3360.5,Furniture,Kolkata,More,Hyderabad,Online,3360.5,2,Furniture,703,Pending
11384,2024-10-30,23:52:39,3752.59,Clothing,Chennai,HyperCity,Kolkata,Online,3752.59,4,Retail,1647,Failed
11385,2024-10-30,6:53:50,4942.91,Furniture,Pune,Easy Day,Mumbai,ATM,4942.91,18,Furniture,2213,Success
11386,2024-10-30,20:55:27,2408.32,Groceries,Chennai,More,Mumbai,ATM,2408.32,8,Apparel,586,Success
11387,2024-10-30,0:46:29,4149.98,Electronics,Mumbai,V-Mart,Bangalore,ATM,4149.98,14,Electronics,2541,Pending
11388,2024-10-30,15:37:11,1205.3,Healthcare,Chennai,D Mart,Delhi,ATM,1205.3,1,Apparel,2274,Failed
11389,2024-10-30,4:58:15,1539.27,Healthcare,Bangalore,D Mart,Delhi,POS,1539.27,3,Apparel,850,Pending
11390,2024-10-30,18:50:41,4301.54,Groceries,Delhi,D Mart,Hyderabad,POS,4301.54,4,Apparel,1174,Failed
11391,2024-10-30,3:17:36,1390.78,Groceries,Hyderabad,More,Hyderabad,ATM,1390.78,8,Electronics,2329,Success
11392,2024-10-30,21:22:45,1370.63,Clothing,Pune,Metro,Pune,Online,1370.63,18,Retail,3159,Failed
11393,2024-10-30,12:08:35,2629.59,Electronics,Bangalore,Croma,Delhi,POS,2629.59,10,Apparel,2617,Pending
11394,2024-10-30,2:54:02,4976.07,Healthcare,Pune,Easy Day,Pune,POS,4976.07,12,Grocery,1701,Success
11395,2024-10-30,6:22:44,3126.69,Electronics,Kolkata,Reliance Fresh,Chennai,Online,3126.69,8,Furniture,2278,Success
11396,2024-10-30,6:38:12,4205.38,Clothing,Chennai,More,Bangalore,POS,4205.38,9,Grocery,2569,Pending
11397,2024-10-30,15:42:05,4390.8,Electronics,Hyderabad,More,Delhi,POS,4390.8,19,Furniture,2151,Failed
11398,2024-10-30,16:01:04,2925.16,Clothing,Bangalore,D Mart,Bangalore,Online,2925.16,10,Retail,2080,Failed
11399,2024-10-30,21:18:46,2965.12,Furniture,Kolkata,Spencer's,Pune,Online,2965.12,9,Furniture,1228,Success
11400,2024-10-30,15:06:41,4552.06,Groceries,Pune,Metro,Chennai,ATM,4552.06,20,Grocery,1766,Failed
11401,2024-10-30,4:50:14,3688.59,Healthcare,Kolkata,More,Hyderabad,Online,3688.59,7,Retail,518,Pending
11402,2024-10-30,12:35:15,1104.05,Clothing,Pune,More,Mumbai,POS,1104.05,13,Furniture,2914,Pending
11403,2024-10-30,7:52:05,1833.03,Groceries,Pune,Spencer's,Kolkata,ATM,1833.03,10,Retail,1857,Pending
11404,2024-10-30,4:33:23,1660.75,Electronics,Pune,More,Chennai,POS,1660.75,16,Furniture,2144,Pending
11405,2024-10-30,5:04:49,2682.68,Furniture,Hyderabad,Big Bazaar,Chennai,ATM,2682.68,14,Grocery,2133,Failed
11406,2024-10-30,15:05:36,1956.21,Healthcare,Delhi,More,Kolkata,POS,1956.21,2,Furniture,758,Success
11407,2024-10-30,12:10:35,3585,Furniture,Mumbai,Croma,Chennai,Online,3585,15,Retail,1792,Success
11408,2024-10-30,15:19:38,3970.55,Healthcare,Delhi,Easy Day,Bangalore,POS,3970.55,19,Furniture,1141,Pending
11409,2024-10-30,22:45:36,4796.26,Clothing,Delhi,Croma,Chennai,Online,4796.26,5,Furniture,2844,Failed
11410,2024-10-30,14:55:11,2704.39,Clothing,Mumbai,More,Delhi,ATM,2704.39,16,Furniture,3100,Success
11411,2024-10-30,20:34:19,3885.05,Electronics,Kolkata,More,Bangalore,POS,3885.05,19,Retail,1549,Failed
11412,2024-10-30,7:58:18,4792.94,Healthcare,Bangalore,More,Hyderabad,ATM,4792.94,13,Grocery,1034,Success
11413,2024-10-30,19:30:17,3051.95,Electronics,Hyderabad,More,Chennai,POS,3051.95,10,Grocery,2802,Failed
11414,2024-10-30,23:17:21,3530.55,Groceries,Pune,More,Chennai,POS,3530.55,3,Apparel,1601,Pending
11415,2024-10-30,19:20:17,546.72,Furniture,Bangalore,Spencer's,Delhi,ATM,546.72,16,Grocery,1875,Failed
11416,2024-10-30,11:04:54,1138.36,Healthcare,Pune,Spencer's,Mumbai,Online,1138.36,7,Electronics,1698,Pending
11417,2024-10-30,7:05:04,3863.35,Furniture,Hyderabad,More,Chennai,POS,3863.35,12,Furniture,3156,Failed
11418,2024-10-30,5:54:05,1657.33,Groceries,Mumbai,Reliance Fresh,Mumbai,Online,1657.33,15,Apparel,2140,Pending
11419,2024-10-30,1:58:01,4738.42,Furniture,Pune,D Mart,Delhi,Online,4738.42,1,Grocery,2656,Failed
11420,2024-10-30,18:16:24,3099.09,Clothing,Kolkata,More,Pune,Online,3099.09,11,Grocery,2872,Pending
11421,2024-10-30,7:45:57,3074.32,Furniture,Bangalore,D Mart,Mumbai,ATM,3074.32,9,Retail,2222,Success
11422,2024-10-30,10:11:59,4900.65,Healthcare,Chennai,Metro,Delhi,POS,4900.65,1,Grocery,1676,Success
11423,2024-10-30,4:25:55,1998.84,Clothing,Chennai,More,Hyderabad,ATM,1998.84,16,Furniture,2778,Failed
11424,2024-10-30,1:54:01,4016.43,Furniture,Chennai,Spencer's,Bangalore,Online,4016.43,19,Grocery,3194,Pending
11425,2024-10-30,6:24:10,1162.5,Healthcare,Pune,Big Bazaar,Delhi,Online,1162.5,15,Grocery,2643,Success
11426,2024-10-30,1:35:21,4426.66,Electronics,Hyderabad,Reliance Fresh,Delhi,ATM,4426.66,19,Furniture,2966,Pending
11427,2024-10-30,20:02:20,1555.91,Groceries,Pune,Easy Day,Mumbai,POS,1555.91,20,Furniture,2006,Success
